HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
3DA79LNS59193XQD4S0Z1GZTTIZT34,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,3MD9PLUKKJKFGXPFI5EYL2U1SC4ZNH,AMFIHFK9N0OVK,Submitted,Sun Mar 22 14:28:16 PDT 2020,Sun Mar 22 14:28:33 PDT 2020,Wed Mar 25 14:28:33 PDT 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/467.jpg_bb5.jpg,"[{""height"":38,""label"":""0"",""left"":96,""top"":59,""width"":54}]",256,256,,Entire jersey number was boxed instead of individual digits
3S8A4GJRD39ND8HKSPYC91ZY0UHV6S,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:30 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:30 PDT 2020,,,3A7Y0R2P2PUUSCYF2PYLVAX9BS2JX1,A3BYOIVPK872GW,Submitted,Sun Mar 22 14:32:35 PDT 2020,Sun Mar 22 14:32:43 PDT 2020,Wed Mar 25 14:32:43 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1090.jpg_bb0.jpg,"[{""height"":42,""label"":""1"",""left"":104,""top"":71,""width"":15},{""height"":47,""label"":""7"",""left"":121,""top"":70,""width"":20}]",256,256,x,
34KYK9TV2REDRSHBULAF9U1JFRYBSO,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,3OSWBBLG1F3HPQYNSTCASC2W685DXH,A3OPUNTS88DRNE,Submitted,Sun Mar 22 14:30:27 PDT 2020,Sun Mar 22 14:30:53 PDT 2020,Wed Mar 25 14:30:53 PDT 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/304.jpg_bb3.jpg,"[{""height"":39,""label"":""8"",""left"":71,""top"":90,""width"":29},{""height"":39,""label"":""8"",""left"":98,""top"":89,""width"":36}]",256,256,x,
37OPIVELUU9JI9Y3DDYKA5ABOYXAH8,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:34 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:34 PDT 2020,,,38BQUHLA9X6XZBQ84VOHSPYX3ISMO3,A3HWMRB7GSM1IM,Submitted,Sun Mar 22 14:33:04 PDT 2020,Sun Mar 22 14:33:22 PDT 2020,Wed Mar 25 14:33:22 PDT 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1447.jpg_bb1.jpg,"[{""height"":54,""label"":""6"",""left"":136,""top"":58,""width"":40},{""height"":64,""label"":""8"",""left"":111,""top"":65,""width"":40}]",256,256,x,
3TY2U1TEB7GQA8WXVJEIFHT9RDUJJ1,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,3Z4AIRP3C7JNXVIBC0SFRA1NHB2X1B,A3CPXID0CCAPS0,Submitted,Sun Mar 22 14:32:38 PDT 2020,Sun Mar 22 14:32:50 PDT 2020,Wed Mar 25 14:32:50 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/129.jpg_bb2.jpg,"[{""height"":40,""label"":""1"",""left"":104,""top"":96,""width"":20},{""height"":41,""label"":""8"",""left"":114,""top"":93,""width"":27},{""height"":33,""label"":""5"",""left"":117,""top"":18,""width"":31}]",256,256,x,
3QGHA0EA0J66Y9YKEQKG6J44L4UBW3,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,32SCWG5HIIADV8HHWFUFST61NN8P6C,A3ODZJPMUOLZ4K,Submitted,Sun Mar 22 14:26:51 PDT 2020,Sun Mar 22 14:27:03 PDT 2020,Wed Mar 25 14:27:03 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/697.jpg_bb0.jpg,"[{""height"":21,""label"":""1"",""left"":109,""top"":67,""width"":9},{""height"":20,""label"":""4"",""left"":120,""top"":70,""width"":16}]",256,256,x,
31ANT7FQN88MC3MMIH732UUPWKVH58,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,3NQL1CS15SESJCOJOAY6HCFC8L3VY4,A3CPXID0CCAPS0,Submitted,Sun Mar 22 14:31:11 PDT 2020,Sun Mar 22 14:31:26 PDT 2020,Wed Mar 25 14:31:26 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/470.jpg_bb6.jpg,"[{""height"":37,""label"":""7"",""left"":104,""top"":50,""width"":25},{""height"":35,""label"":""1"",""left"":125,""top"":55,""width"":19}]",256,256,x,
374UMBUHN5VXGXMWXLB0UJ3NZVDCTM,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:33 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:33 PDT 2020,,,3L4PIM1GQUM0Q572FQTWGFQ9NFQRY7,A3OPUNTS88DRNE,Submitted,Sun Mar 22 14:33:02 PDT 2020,Sun Mar 22 14:33:16 PDT 2020,Wed Mar 25 14:33:16 PDT 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1453.jpg_bb0.jpg,"[{""height"":42,""label"":""1"",""left"":117,""top"":70,""width"":17},{""height"":46,""label"":""5"",""left"":133,""top"":64,""width"":16}]",256,256,x,
36D1BWBEHN7G5K4ARVLIWSZ9TW3M2L,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,3EKVH9QMEZAGOAVQ44RH2M80TZ4D26,A8TIL9U6YHG5,Submitted,Sun Mar 22 14:29:39 PDT 2020,Sun Mar 22 14:29:51 PDT 2020,Wed Mar 25 14:29:51 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/699.jpg_bb4.jpg,"[{""height"":60,""label"":""3"",""left"":75,""top"":44,""width"":35}]",256,256,x,
3XH7ZM9YX20I2K21HCWESE1X5PCR96,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,3RKNTXVS3N4STH71O8J350XSSA34AR,A19VF0AVOVX8K3,Submitted,Sun Mar 22 14:27:40 PDT 2020,Sun Mar 22 14:28:13 PDT 2020,Wed Mar 25 14:28:13 PDT 2020,,,,33,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/306.jpg_bb3.jpg,"[{""height"":36,""label"":""1"",""left"":92,""top"":41,""width"":28},{""height"":37,""label"":""9"",""left"":104,""top"":45,""width"":38}]",256,256,x,
34O39PNDK6E1QDHYFWAAJKWNTPFBR0,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,3KIBXJ1WD6029NQ5JJB1DC6TEDWOKZ,A1WBWCSOYJE46Y,Submitted,Sun Mar 22 14:25:36 PDT 2020,Sun Mar 22 14:26:17 PDT 2020,Wed Mar 25 14:26:17 PDT 2020,,,,41,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/129.jpg_bb3.jpg,"[{""height"":44,""label"":""0"",""left"":94,""top"":82,""width"":51}]",256,256,,Entire jersey number was boxed instead of individual digits
3ATYLI1PRT84BJNUBW6NNDAVQ74JOK,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,3ZGVPD4G6UNDBAUZF10AU10THUQTZC,A8TIL9U6YHG5,Submitted,Sun Mar 22 14:27:49 PDT 2020,Sun Mar 22 14:28:25 PDT 2020,Wed Mar 25 14:28:25 PDT 2020,,,,36,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/471.jpg_bb3.jpg,"[{""height"":45,""label"":""1"",""left"":81,""top"":44,""width"":28},{""height"":38,""label"":""9"",""left"":115,""top"":46,""width"":22}]",256,256,x,
32FESTC2NHWCGA1LXQ1AZFPPI9KCUD,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:33 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:33 PDT 2020,,,3JWH6J9I9TJJYZMZCRYVZKNY19LBNQ,A2V4CKDV6TKXQ0,Submitted,Sun Mar 22 14:40:28 PDT 2020,Sun Mar 22 14:40:58 PDT 2020,Wed Mar 25 14:40:58 PDT 2020,,,,30,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1466.jpg_bb0.jpg,"[{""height"":33,""label"":""1"",""left"":89,""top"":74,""width"":15},{""height"":31,""label"":""0"",""left"":103,""top"":78,""width"":26}]",256,256,x,
37Y5RYYI0PBK4VKCZH2XYRSBYUMSXE,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,3PWWM24LHT447FZZNWG1GUUZI8728P,AU46MHQWI9KI5,Submitted,Sun Mar 22 14:28:39 PDT 2020,Sun Mar 22 14:28:54 PDT 2020,Wed Mar 25 14:28:54 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1290.jpg_bb0.jpg,"[{""height"":52,""label"":""5"",""left"":68,""top"":48,""width"":27},{""height"":45,""label"":""7"",""left"":90,""top"":40,""width"":35}]",256,256,x,
3CMV9YRYP37W5YKXY4QVVW61V2ZJL3,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,3EJPLAJKENM79CJNJOSHJR8FXMFZ67,A4PFF3LK637YM,Submitted,Sun Mar 22 14:27:35 PDT 2020,Sun Mar 22 14:27:57 PDT 2020,Wed Mar 25 14:27:57 PDT 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/306.jpg_bb8.jpg,"[{""height"":35,""label"":""9"",""left"":103,""top"":23,""width"":26},{""height"":37,""label"":""3"",""left"":108,""top"":59,""width"":47}]",256,256,x,
3OKP4QVBP235ID3ST7G2P5YA9YKAG9,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:34 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:34 PDT 2020,,,3U84XHCDIDJTUPF900Z2MTO11VB4ZT,A2ZGS2P6RY5L9K,Submitted,Sun Mar 22 14:34:03 PDT 2020,Sun Mar 22 14:34:32 PDT 2020,Wed Mar 25 14:34:32 PDT 2020,,,,29,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1474.jpg_bb1.jpg,"[{""height"":42,""label"":""2"",""left"":78,""top"":57,""width"":24},{""height"":41,""label"":""4"",""left"":102,""top"":57,""width"":24}]",256,256,x,
322ZSN9Z5GQULT9H465IBLRZ7IVT4P,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,358UUM7WR09HBLB1SH3W326CJGH7RM,A1N3KDPBCGQ3EG,Submitted,Sun Mar 22 14:28:59 PDT 2020,Sun Mar 22 14:29:11 PDT 2020,Wed Mar 25 14:29:11 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/473.jpg_bb1.jpg,"[{""height"":38,""label"":""7"",""left"":87,""top"":61,""width"":23},{""height"":44,""label"":""0"",""left"":109,""top"":58,""width"":29}]",256,256,x,
324N5FAHSXHUCN29UTSDJK4G1P1VKX,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,3ATTHHXXWBUYX1E9K7DLJ9I9YDEIXP,A22TYEGRHFUFQJ,Submitted,Sun Mar 22 14:35:37 PDT 2020,Sun Mar 22 14:35:48 PDT 2020,Wed Mar 25 14:35:48 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/699.jpg_bb5.jpg,"[{""height"":28,""label"":""2"",""left"":90,""top"":133,""width"":19}]",256,256,x,
3BA7SXOG1JWIOFJRCKQ0SI6MLJUR8H,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,3KXIR214I5M3OECXBTQOZIEUGMB42K,A3BYOIVPK872GW,Submitted,Sun Mar 22 14:27:24 PDT 2020,Sun Mar 22 14:27:37 PDT 2020,Wed Mar 25 14:27:37 PDT 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1291.jpg_bb3.jpg,"[{""height"":43,""label"":""5"",""left"":66,""top"":52,""width"":26},{""height"":39,""label"":""7"",""left"":92,""top"":58,""width"":28}]",256,256,x,
30EV7DWJTV14H2CPX0LWG03SIBJY64,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,39GHHAVOMGX3UAA5IEWGYZ0BIXX4J7,A3TIQ31Y498JYZ,Submitted,Sun Mar 22 14:28:21 PDT 2020,Sun Mar 22 14:28:28 PDT 2020,Wed Mar 25 14:28:28 PDT 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/307.jpg_bb10.jpg,"[{""height"":37,""label"":""0"",""left"":100,""top"":52,""width"":74}]",256,256,x,
36KM3FWE3RIQO7U982FFUM9419P075,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:30 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:30 PDT 2020,,,3ZPPDN2SLW2WG0UPL8HGIRYZZHG9EO,A29IS23K76GS7W,Submitted,Sun Mar 22 14:33:35 PDT 2020,Sun Mar 22 14:34:23 PDT 2020,Wed Mar 25 14:34:23 PDT 2020,,,,48,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1092.jpg_bb0.jpg,"[{""height"":35,""label"":""2"",""left"":94,""top"":60,""width"":19},{""height"":33,""label"":""5"",""left"":113,""top"":63,""width"":22}]",256,256,x,
3LG268AV38CZXGTIPNC0KS28WMSREG,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,3YZ8UPK3VUSF3UYENS6COZLARQBUC5,A1NRZ7O1TEJB1V,Submitted,Sun Mar 22 14:28:25 PDT 2020,Sun Mar 22 14:28:46 PDT 2020,Wed Mar 25 14:28:46 PDT 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/473.jpg_bb2.jpg,"[{""height"":39,""label"":""0"",""left"":96,""top"":59,""width"":52}]",256,256,,No digits were accurately labelled
3WGZLY9VCHSON50MUJVGNTPI6I48DT,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:34 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:34 PDT 2020,,,3AAPLD8UCDNRKPU59FU3UUWOL4BTHO,A30FOPPL2JP6XE,Submitted,Sun Mar 22 14:37:06 PDT 2020,Sun Mar 22 14:37:17 PDT 2020,Wed Mar 25 14:37:17 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1474.jpg_bb3.jpg,"[{""height"":39,""label"":""4"",""left"":99,""top"":110,""width"":35}]",256,256,x,
3THR0FZ95PZA69BUEHI03SNNUW9OLR,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,39U1BHVTDMXCQHN6UU51Q0VE2ZST3G,A2YUS3H6ZGQWE7,Submitted,Sun Mar 22 14:30:48 PDT 2020,Sun Mar 22 14:30:56 PDT 2020,Wed Mar 25 14:30:56 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/70.jpg_bb2.jpg,"[{""height"":43,""label"":""1"",""left"":110,""top"":56,""width"":42}]",256,256,,No digits were accurately labelled
3EQVJH0T40ROX5XCJDP15A03CNIHT0,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:34 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:34 PDT 2020,,,3N2BF7Y2VR0N7U4L0ITR8G1WRWFHMB,A1GT1RMVL5TIE9,Submitted,Sun Mar 22 14:34:11 PDT 2020,Sun Mar 22 14:34:32 PDT 2020,Wed Mar 25 14:34:32 PDT 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1474.jpg_bb6.jpg,"[{""height"":59,""label"":""5"",""left"":126,""top"":100,""width"":38}]",256,256,x,
3FVBZG9CLJKNHW0LLB1RLZYYFCKH0N,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:03 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:03 PDT 2020,,,3Z4GS9HPNWG7T2RMJ35QYLFCI4N77N,A19VF0AVOVX8K3,Submitted,Sun Mar 22 14:28:14 PDT 2020,Sun Mar 22 14:28:50 PDT 2020,Wed Mar 25 14:28:50 PDT 2020,,,,36,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/307.jpg_bb6.jpg,"[{""height"":43,""label"":""9"",""left"":118,""top"":64,""width"":25},{""height"":43,""label"":""3"",""left"":93,""top"":61,""width"":23}]",256,256,x,
33CLA8O0MIHR3UTEKYW62AN88N7RFY,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,3NPFYT4IZDAK1A8EUJDIYX5TJ0MXGC,A1JVA6HGVN1D5N,Submitted,Sun Mar 22 14:38:51 PDT 2020,Sun Mar 22 14:39:03 PDT 2020,Wed Mar 25 14:39:03 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/474.jpg_bb0.jpg,"[{""height"":32,""label"":""1"",""left"":121,""top"":56,""width"":14},{""height"":32,""label"":""4"",""left"":137,""top"":53,""width"":23}]",256,256,x,
3X878VYTIEOHLB9ZBKY0XTW87BEF7O,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:30 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:30 PDT 2020,,,38F71OA9GU23TYDF5S5R5VPJBH1MFH,AXID3RPK6NZT6,Submitted,Sun Mar 22 14:32:30 PDT 2020,Sun Mar 22 14:33:24 PDT 2020,Wed Mar 25 14:33:24 PDT 2020,,,,54,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1092.jpg_bb3.jpg,"[{""height"":36,""label"":""1"",""left"":97,""top"":104,""width"":14},{""height"":33,""label"":""7"",""left"":108,""top"":104,""width"":21},{""height"":28,""label"":""2"",""left"":101,""top"":35,""width"":18},{""height"":22,""label"":""6"",""left"":118,""top"":30,""width"":22}]",256,256,x,
3V8JSVE8YYW8UH543I4USOV5Z97YEP,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:05 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:05 PDT 2020,,,3YT88D1N094DNYXJ0LR9P98IJM0K30,A34QVV6QUHYMST,Submitted,Sun Mar 22 14:26:23 PDT 2020,Sun Mar 22 14:26:44 PDT 2020,Wed Mar 25 14:26:44 PDT 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/474.jpg_bb10.jpg,"[{""height"":55,""label"":""7"",""left"":85,""top"":53,""width"":14},{""height"":57,""label"":""0"",""left"":100,""top"":54,""width"":30}]",256,256,x,
3Z8UJEJOCZJQJIHZ6MVIAGYHZBX39F,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:30 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:30 PDT 2020,,,3OCHAWUVGPQP3W4XKAYXWPXMQH3KX2,A3GSRFKZLJ4CIT,Submitted,Sun Mar 22 14:34:38 PDT 2020,Sun Mar 22 14:35:05 PDT 2020,Wed Mar 25 14:35:05 PDT 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1094.jpg_bb1.jpg,"[{""height"":42,""label"":""1"",""left"":88,""top"":75,""width"":16},{""height"":42,""label"":""7"",""left"":101,""top"":74,""width"":22}]",256,256,x,
3JVP4ZJHDPYNDRB5RTJCLBZDFP00I0,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:34 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:34 PDT 2020,,,3F1567XTNXBLD3KUUZCGC8NDIK59Q1,AAVU4RQ25D551,Submitted,Sun Mar 22 14:38:01 PDT 2020,Sun Mar 22 14:38:07 PDT 2020,Wed Mar 25 14:38:07 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/1475.jpg_bb0.jpg,[],256,256,,No digits were accurately labelled
